series	272
strong	271
base	271
determine	270
performed	269
allows	269
flow	268
window	268
perturbation	267
derivative	265
characteristic	265
homogeneous	265
stacked	262
acquired	262
cell	261
dipping	261
geology	261
azimuth	259
addition	257
center	257
fold	257
directly	256
spacing	256
variable	255
interpreted	255
long	254
consists	253
coordinate	251
hydrocarbon	251
final	250
simulation	250
seismogram	250
considered	248
generally	248
content	248
filtering	245
produced	245
residual	245
shallow	244
additional	243
control	243
forward	243
layered	243
relation	243
mine	243
computer	242
design	242
major	242
geologic	242
saturation	242
bin	241
study	241
clearly	240
block	239
limited	239
respect	238
geophone	238
electrical	237
electric	237
interpolation	236
dipole	236
improved	235
nmo	235
yield	234
reference	234
reflected	233
hole	233
best	232
left	231
proposed	231
deep	231
requires	230
full	229
equal	229
regional	229
larger	228
configuration	227
measure	226
including	226
slice	225
compressional	224
nonlinear	224
support	223
find	221
investigation	221
difficult	220
laboratory	220
relationship	220
recording	219
fast	219
consider	219
stratigraphic	219
minimum	218
square	218
panel	217
caused	217
south	217
separation	217
correct	215
thin	215
formula	215
applying	215
basis	214
advantage	214
injection	214
conductive	213
boreholes	212
drilling	211
core	211
path	210
processed	210
greater	210
mt	210
shape	209
rate	208
observation	207
consistent	207
sonic	206
central	205
power	204
modulus	204
indicate	204
represent	204
horizon	204
wavefront	204
increasing	203
expression	203
plot	203
azimuthal	203
foot	203
acknowledgment	202
dependent	202
mineral	201
actual	199
environment	199
fact	199
strike	199
weak	199
thomsen	199
iteration	198
focusing	198
close	198
dimension	197
lead	197
carried	197
prediction	197
increase	197
incidence	197
varying	197
wavelength	194
exact	193
monitoring	193
code	192
expected	192
depends	192
magnitude	191
performance	190
characterization	190
cross	190
software	189
crack	189
contact	189
network	188
interest	188
efficient	187
peak	187
collected	187
reduced	187
display	186
assumed	186
chosen	185
diffraction	185
susceptibility	185
orientation	184
incident	183
spectral	183
de	182
independent	182
representation	182
measurement	182
combination	181
implementation	181
appropriate	181
indicates	181
petroleum	180
converted	179
smaller	178
fit	178
easily	177
previous	177
polarization	177
station	177
identified	176
represents	176
fk	176
company	175
free	175
theoretical	175
detection	175
description	174
purpose	174
sedimentary	174
gravity	174
amount	173
discussion	173
calculate	173
radon	173
designed	172
portion	172
particle	172
half	171
improvement	171
achieved	171
nature	170
apply	170
shift	169
trend	168
practical	168
tensor	168
west	168
conversion	167
slope	167
needed	166
assume	166
account	166
detailed	166
node	165
transformation	165
carbonate	164
poststack	163
principle	162
combined	162
match	162
inverted	162
written	161
thick	161
sulphide	161
compute	160
percent	160
western	160
ore	160
mound	160
individual	159
computing	159
solve	159
tomographic	159
gpr	159
extended	157
discussed	157
integration	157
scaling	157
calibration	157
band	157
ti	156
detail	155
complete	154
improve	154
dashed	154
plate	154
allow	153
called	153
scattered	153
define	153
typical	153
conducted	153
lithology	153
specific	152
include	152
finally	152
shearwave	152
modified	151
basement	151
dataset	151
state	150
period	150
distortion	150
geophones	150
global	150
processor	149
raytracing	149
approximate	149
year	149
fractured	149
canada	149
phenomenon	148
view	148
describe	148
optimization	147
help	147
memory	146
basic	146
differential	146
bandwidth	146
modelling	146
subsalt	146
mapped	145
demonstrate	145
introduced	145
predicted	145
crosshole	145
selected	145
sensitivity	145
tsvankin	145
misfit	145
operation	144
reduce	144
natural	144
indicated	144
stage	144
clear	144
versus	144
sheet	144
land	143
displacement	143
understanding	143
influence	143
critical	143
computational	142
effort	142
entire	141
random	141
green	141
transmission	141
statistical	141
continuous	141
highly	141
issue	140
hand	140
break	140
corresponds	140
transmitter	140
beneath	140
behavior	140
appears	140
optimal	140
weight	139
constraint	139
overburden	139
facies	139
access	138
contribution	138
formulation	138
existing	137
version	137
iterative	137
inline	136
key	136
pair	136
cable	136
coupling	136
simulated	136
sensor	136
topography	136
neural	136
threedimensional	135
tested	135
imaged	135
artifact	135
uncertainty	135
trajectory	135
steam	135
compare	134
demonstrated	134
crp	134
separate	133
arbitrary	133
flat	133
signature	133
transversely	133
continuation	132
speed	132
prospecting	132
criterion	132
generate	132
determination	132
extrapolation	131
dimensional	131
prior	131
expressed	131
drilled	131
dry	131
producing	131
file	130
ii	130
assuming	130
methodology	130
unknown	130
detector	130
loss	130
induced	130
integrated	129
solving	129
definition	129
leading	129
vibrator	129
focus	128
illustrate	128
temperature	128
perpendicular	128
practice	128
removal	128
downward	127
controlled	127
cube	127
coverage	127
modeled	126
history	126
providing	126
river	126
experimental	126
ability	125
reason	125
acknowledgement	125
correspond	125
logging	125
transverse	125
third	124
aspect	124
occur	124
smooth	124
contour	124
require	123
part	123
white	123
laterally	123
hybrid	123
reduction	123
distributed	122
industry	122
dynamic	122
goal	122
included	122
short	122
extent	122
typically	122
remove	122
represented	122
mhz	122
removed	122
mining	122
construction	121
mexico	121
eq	121
black	121
aliasing	121
situation	120
solved	120
adjacent	120
downgoing	120
probability	120
mechanism	120
limitation	119
accurately	119
porous	119
partial	118
ip	118
nearsurface	118
stable	117
dependence	117
picking	117
reconstruction	117
sampled	117
isotropy	117
package	116
sourcereceiver	116
analytical	116
positive	116
east	116
orthogonal	116
soil	116
knowledge	115
wide	115
geophysicist	115
priori	115
gold	115
perform	114
wall	114
tube	114
bulk	114
recovery	114
splitting	114
exist	114
valid	114
shooting	114
corrected	114
airborne	114
internal	113
dominant	113
detected	113
fresnel	112
constructed	112
heterogeneity	112
uniform	112
quantitative	112
buried	112
front	112
discontinuity	112
recovered	112
psv	112
generalized	111
department	111
inside	111
northern	111
class	110
includes	110
author	110
middle	110
semblance	110
occurs	110
alteration	110
workstation	109
efficiency	109
format	109
separated	109
massive	109
appear	109
evaluation	108
product	108
wavenumber	108
illustrated	108
decrease	108
n	108
testing	108
setting	107
difficulty	107
supported	107
showing	107
profiling	107
la	107
rms	107
li	107
nonhyperbolic	107
choice	106
sensitive	106
involved	106
deviation	106
gulf	105
concept	105
extension	105
character	105
cdp	105
tomogram	105
flexural	105
implemented	104
segment	104
absorption	104
future	104
sum	104
air	104
midpoint	104
impact	104
displayed	104
saturated	104
negative	104
sounding	104
electrode	104
gaussian	104
building	103
starting	103
coherent	103
matching	103
impulse	102
resource	102
geometrical	102
engineering	102
wang	102
plotted	102
coherency	102
radial	102
attempt	102
multicomponent	102
special	101
radius	101
desired	101
identical	101
ax	101
cfp	101
successful	101
sweep	101
exhibit	100
excellent	100
prospect	100
twodimensional	100
enhanced	100
poor	100
host	99
agreement	99
rapid	99
deeper	99
transmitted	99
characterized	99
interpreter	99
circular	99
vibroseis	99
created	99
lake	99
ghost	99
complicated	99
resistive	99
properly	98
fixed	98
vary	98
transducer	98
physic	98
pole	98
secondary	98
cycle	97
handle	97
extracted	97
regularization	97
requirement	96
user	96
weighting	96
simply	96
society	96
inhomogeneous	96
varies	96
radio	96
pr	96
consequently	95
cm	95
national	95
principal	95
amoco	95
rotation	95
southern	95
picked	95
automatic	95
illustrates	94
irregular	94
develop	94
longer	94
identify	94
dome	94
explicit	93
place	93
sufficient	93
underlying	93
delay	93
propagator	93
early	93
transforms	93
consisting	93
exactly	93
expansion	93
raypath	93
fd	93
kind	92
floor	92
fundamental	92
avoid	92
int	92
mass	92
seismology	92
stoneley	92
crossline	91
heterogeneous	91
aperture	91
intersection	91
determining	91
highresolution	91
suggests	91
force	91
aligned	90
wu	90
preliminary	90
realistic	90
comparing	90
joint	90
correlated	90
robust	90
calculating	90
investigate	90
obvious	90
absorbing	90
conductor	90
achieve	89
reasonable	89
allowed	89
introduce	89
transformed	89
depend	89
review	89
estimating	89
fully	89
spread	89
column	89
delta	89
mathematical	88
hyperbolic	88
task	88
alternative	88
consortium	88
strength	88
oriented	88
motion	88
studied	88
instrument	88
course	88
quantity	88
projection	88
lie	88
offshore	88
gain	87
pulse	87
discrete	87
grain	87
denotes	87
radiation	87
identification	87
straight	87
poisson	87
eigenvalue	87
currently	86
making	86
normalized	86
hydrophone	86
hti	86
machine	85
strategy	85
regular	85
play	85
absolute	85
re	85
upgoing	85
search	85
upward	85
anomalous	85
adaptive	85
eikonal	85
seafloor	85
institute	84
move	84
spaced	84
twoway	84
reliable	84
detect	84
analytic	84
branch	84
sp	84
steep	84
smoothing	84
interpolated	84
stratigraphy	84
head	84
alkhalifah	84
reduces	83
investigated	83
distinct	83
employed	83
benefit	83
suitable	83
classification	83
stability	82
streamer	82
involves	82
start	82
dispersive	82
bed	82
digital	82
halfspace	82
environmental	82
pure	82
casing	82
complexity	81
variety	81
mile	81
constrained	81
idea	81
vertically	81
linearized	81
question	81
ricker	81
role	81
fitting	81
affect	81
pick	81
discovery	80
ten	80
day	80
interpret	80
petrophysical	80
decay	80
diameter	80
evaluate	80
resolved	80
traditional	80
km	80
movement	79
describes	79
received	79
concentration	79
refractor	79
tunnel	79
antenna	79
convolution	78
success	78
composite	78
missing	78
evident	78
vicinity	78
simultaneously	78
commonly	78
derive	78
object	78
ocean	78
vti	78
born	77
evaluated	77
lens	77
surrounding	77
underground	77
archaeological	77
effectively	76
storage	76
intermediate	76
extensive	76
width	76
permission	76
approximated	76
timefrequency	76
remains	76
asymptotic	76
ohmm	76
smith	76
consideration	75
intensity	75
nov	75
orthorhombic	75
harmonic	75
optimum	75
continuity	75
subsequent	75
sparse	75
island	75
volcanic	75
advance	75
weighted	75
preserved	74
range	74
formed	74
late	74
van	74
p	74
bedrock	74
gardner	74
great	73
discus	73
create	73
gray	73
open	73
regression	73
additionally	73
evidence	73
correctly	73
extend	73
interaction	73
tm	73
alberta	73
eigenvectors	73
centre	72
andor	72
built	72
sense	72
visible	72
divided	72
gun	72
indicating	72
exists	72
raw	72
partially	72
berkhout	72
reach	72
observe	72
chargeability	72
depending	71
suggested	71
capability	71
minimize	71
smoothed	71
csp	71
lack	71
mentioned	71
presentation	71
generation	71
minimization	71
aquifer	71
pml	71
communication	70
spatially	70
proper	70
advanced	70
indicator	70
cover	70
coherence	70
mute	70
bubble	70
eastern	70
leastsquares	70
surfaceconsistent	70
dc	70
rapidly	69
marked	69
screen	69
face	69
completely	69
stiffness	69
greatly	69
apart	69
journal	69
hydraulic	69
oldenburg	69
construct	68
reducing	68
enhancement	68
slow	68
pe	68
highest	68
spreading	68
update	68
management	68
subtle	68
guided	68
cut	68
tbe	68
propose	68
bit	68
framework	68
locally	68
conjugate	68
grant	67
routine	67
simultaneous	67
propagating	67
interactive	67
experience	67
interesting	67
delineation	67
established	67
lb	67
split	67
combining	67
net	67
chalk	67
reverse	66
take	66
hudson	66
reflecting	66
scalar	66
considerable	66
thesis	66
artificial	66
scatter	66
compressed	66
risk	66
reef	66
hydrate	66
lodgepole	66
wavefields	65
tion	65
permit	65
interference	65
loop	65
jr	65
root	65
present	65
law	65
s	65
variogram	65
ideal	65
elevation	65
essentially	65
curvature	65
behaviour	65
thermal	65
largest	65
tie	65
shelf	65
magnetotelluric	65
training	65
number	64
allowing	64
closely	64
correlate	64
analyzed	64
substantial	64
averaging	64
hale	64
selection	64
extremely	64
invert	64
ranging	64
recover	64
till	64
refracted	64
platform	63
faster	63
stoffa	63
summation	63
composed	63
completed	63
fracturing	63
convergence	63
attenuated	63
possibility	63
filtered	63
reported	63
encountered	63
applicable	63
finding	63
suppression	63
raypaths	63
intemat	63
mountain	63
flank	63
economic	63
scan	63
ffd	63
notice	62
broad	62
active	62
unique	62
frame	62
representing	62
aim	62
instance	62
hyperbola	62
viscoelastic	62
circle	62
numerically	62
confidence	62
drill	62
fx	62
student	62
measuring	61
offer	61
zhang	61
contained	61
severe	61
demonstrates	61
intrinsic	61
denote	61
elimination	61
ieee	61
weathering	61
vpvs	61
modification	60
essential	60
foundation	60
mesh	60
ridge	60
vp	60
equipment	60
arc	60
satisfy	60
tectonic	60
kinematic	60
null	60
crust	60
valley	60
farfield	60
jones	60
lossy	60
failure	59
address	59
robert	59
hour	59
ultrasonic	59
khz	59
pwaves	59
datasets	59
implies	59
waste	59
considering	59
roll	59
dynamite	59
overlying	59
preservation	59
temporal	58
fall	58
operating	58
service	58
editing	58
database	58
rule	58
easy	58
downhole	58
numerous	58
geostatistical	58
stationary	58
faulting	58
technology	58
origin	58
multiscale	58
singular	58
continental	58
aeromagnetic	58
gabor	58
polynomial	58
comparable	57
prosp	57
repeated	57
azimuthally	57
sh	57
dr	57
delineate	57
confining	57
harris	57
trap	57
db	57
proportional	57
preserve	57
bandlimited	57
working	56
template	56
double	56
scaled	56
explain	56
viscosity	56
proceeding	56
replaced	56
geoscience	56
corporation	56
horizontally	56
belt	56
stretch	56
broadband	56
mixed	56
disk	55
capable	55
performing	55
predict	55
moved	55
build	55
york	55
huang	55
challenge	55
publication	55
simplified	55
defining	55
remaining	55
mixture	55
height	55
fairly	55
crampin	55
confirmed	55
deployed	55
feasibility	55
crystal	55
assumes	55
inverting	55
reciprocity	55
magnetization	55
triangle	55
sl	55
mzo	55
overcome	54
check	54
bull	54
bay	54
phenolite	54
trough	54
interpreting	54
macro	54
damper	54
classical	54
rise	54
anhydrite	54
manner	54
mpa	54
simulate	54
mobil	54
extra	54
covered	54
northwest	54
topographic	54
nt	54
outcrop	54
induction	54
bias	54
young	54
contaminant	54
bsr	54
independently	53
sequential	53
facility	53
remote	53
consisted	53
understand	53
centered	53
pseudo	53
turn	53
tx	53
analyze	53
ellipse	53
published	53
activity	53
positioning	53
decision	53
singularity	53
northsouth	53
msec	53
abc	53
linearly	52
count	52
changing	52
box	52
transition	52
filled	52
valuable	52
stochastic	52
derivation	52
soft	52
limestone	52
ambiguity	52
spot	52
absence	52
perfect	52
hard	52
nearby	52
county	52
norm	52
mark	52
variability	52
uranium	52
today	51
efficiently	51
preprocessing	51
coarse	51
monitor	51
adequate	51
deal	51
enhance	51
connected	51
sharp	51
diagram	51
bound	51
sen	51
pilot	51
firstorder	51
perfectly	51
patch	51
dotted	51
margin	51
exponential	51
elliptical	51
signaltonoise	51
dielectric	51
powerful	50
phd	50
master	50
combine	50
validity	50
ensure	50
resolve	50
proved	50
plan	50
member	50
mm	50
row	50
opposite	50
mineralization	50
altered	50
relief	50
reverberation	50
inductive	50
pas	49
sun	49
increment	49
incorporated	49
insight	49
cretaceous	49
conducting	49
sign	49
brine	49
earlier	49
careful	49
trench	49
scatterer	49
extract	49
noisy	49
british	49
minimizing	49
coal	49
pm	49
angular	49
chen	49
lee	49
groundroll	49
tomograms	49
plume	49
excavation	49
io	48
hardware	48
oneway	48
moving	48
improving	48
collection	48
locate	48
localized	48
overthrust	48
spurious	48
science	48
aid	48
secondorder	48
highfrequency	48
remain	48
consistency	48
choose	48
rotated	48
weakly	48
penetrating	48
taiwan	48
inphase	48
intercept	48
tend	48
aliased	48
euler	48
defines	47
acknowledge	47
restricted	47
ing	47
examine	47
expensive	47
post	47
updated	47
representative	47
claerbout	47
roughly	47
deformation	47
kilometer	47
extending	47
china	47
nur	47
shaly	47
big	47
follow	47
binning	47
attention	47
understood	47
enables	47
sn	47
removing	47
nearfield	47
association	47
isolated	47
regime	47
datum	47
covariance	47
wigner	47
morrow	47
caldera	47
cpu	46
fourth	46
link	46
initially	46
rectangular	46
steeply	46
dramatically	46
stored	46
embedded	46
referred	46
relevant	46
averaged	46
kernel	46
indication	46
crystalline	46
layering	46
sponsor	46
automatically	46
vfsa	46
crustal	46
orebody	46
rim	46
predictive	46
coplanar	46
instantaneous	46
pixel	46
obc	46
mig	46
flooding	46
focused	45
commonoffset	45
respective	45
grateful	45
describing	45
updating	45
seismics	45
thought	45
fan	45
moment	45
distinguish	45
geologist	45
stratum	45
consequence	45
negligible	45
explained	45
dolomite	45
preferred	45
consist	45
color	45
geometric	45
lynn	45
reconstructed	45
extends	45
detecting	45
planar	45
diagonal	45
zoeppritz	45
depositional	45
andres	45
csamt	45
read	44
decreasing	44
architecture	44
computationally	44
eliminated	44
recognized	44
developing	44
add	44
superimposed	44
cubic	44
reserve	44
handling	44
write	44
way	44
fill	44
call	44
separately	44
contamination	44
precise	44
matched	44
generating	44
compliance	44
metal	44
going	44
publish	44
expect	44
fine	44
functional	44
extreme	44
situated	44
metre	44
guide	44
sv	44
performs	44
marmousi	44
prism	44
characterize	44
curved	44
realization	44
kinematics	44
timor	44
inhomogeneity	44
kaolinite	44
iteratively	43
richard	43
size	43
led	43
generates	43
alignment	43
psi	43
proven	43
hydrophones	43
propagate	43
notation	43
phillips	43
ob	43
qualitative	43
taylor	43
reliability	43
miller	43
prominent	43
composition	43
light	43
statistic	43
liquid	43
liu	43
swaves	43
stc	43
anglevelocity	43
optimized	42
reached	42
addressed	42
tulsa	42
bounded	42
reversetime	42
discovered	42
thrust	42
geothermal	42
ja	42
financial	42
minor	42
hold	42
granite	42
cylindrical	42
lattice	42
unconsolidated	42
gamma	42
bar	42
groundwater	42
implication	42
considerably	42
inferred	42
calibrated	42
spike	42
trending	42
decomposed	42
denoted	42
radiometric	42
infinite	42
lithologic	42
flight	42
coil	42
tangent	42
reciprocal	42
symmetric	42
gassmann	42
graben	42
beam	42
ross	42
track	42
routinely	41
pvm	41
device	41
implicit	41
tectonics	41
utilized	41
percentage	41
twopoint	41
coupled	41
eliminate	41
simulating	41
bg	41
annealing	41
uncorrelated	41
helpful	41
varied	41
terrain	41
navigation	41
age	41
eastwest	41
positioned	41
suite	41
american	41
columbia	41
concentrated	41
ba	41
concern	41
convenient	41
cultural	41
exponent	41
trueamplitude	41
mississippian	41
oabc	41
load	40
suited	40
passing	40
staggered	40
subset	40
reading	40
minimal	40
employ	40
improves	40
pay	40
obtaining	40
formulated	40
meet	40
select	40
mechanical	40
ed	40
transport	40
w	40
workshop	40
modem	40
envelope	40
attractive	40
sa	40
identifying	40
occurrence	40
glacial	40
tertiary	40
dipoledipole	40
trans	40
similarity	40
learning	40
castagna	40
convertedwave	40
sco	40
phosphate	40
cluster	39
running	39
gap	39
dual	39
equally	39
decade	39
fashion	39
occurred	39
establish	39
inclusion	39
existence	39
narrow	39
bandpass	39
threecomponent	39
contribute	39
australia	39
seismically	39
accumulation	39
conductance	39
elf	39
continued	39
wireline	39
relate	39
visual	39
sam	39
precision	39
discretization	39
proximity	39
dominated	39
carry	39
outer	39
waterbottom	39
sudbury	39
chevron	39
barr	39
coder	39
category	38
operate	38
integer	38
started	38
visualization	38
phasescreen	38
commonshot	38
migrating	38
proc	38
arrow	38
slave	38
onedimensional	38
clean	38
jump	38
conclude	38
deposited	38
deterministic	38
hill	38
acceptable	38
slight	38
tracer	38
despite	38
gecoprakla	38
schlumberger	38
cylinder	38
contaminated	38
hertz	38
distorted	38
variance	38
timedomain	38
observing	38
transient	38
vidale	38
tikhonov	38
normalmoveout	38
dualsensor	38
maxwell	38
serial	37
lost	37
transfer	37
splitstep	37
sorted	37
ga	37
peter	37
receiving	37
progress	37
frequently	37
segeaeg	37
unconformity	37
sound	37
crosssection	37
spherical	37
successive	37
suggestion	37
extraction	37
recognition	37
picture	37
ass	37
nominal	37
turning	37
nmocorrected	37
effectiveness	37
shifted	37
gridded	37
red	37
parameterized	37
coding	37
canadian	37
revealed	37
syria	37
potentialfield	37
ice	37
arithmetic	36
explicitly	36
adding	36
recursive	36
opportunity	36
responsible	36
inherent	36
mn	36
neglected	36
express	36
paper	36
math	36
lazaratos	36
resultant	36
modelled	36
arco	36
repeatability	36
significance	36
theorem	36
northeast	36
hubral	36
superior	36
magnetite	36
constrain	36
straightforward	36
analog	36
discontinuous	36
fourthorder	36
ad	36
deconvolved	36
svd	36
inaccurate	36
gpml	36
irregularity	35
iii	35
reveal	35
context	35
satisfied	35
module	35
shallower	35
funded	35
jp	35
accomplished	35
yilmaz	35
feasible	35
naturally	35
smoothly	35
satisfactory	35
resonance	35
fluctuation	35
higherorder	35
lowvelocity	35
c	35
adopted	35
earthquake	35
selecting	35
sin	35
nyquist	35
surveying	35
crossing	35
mud	35
preserving	35
parameterization	35
graphic	35
quartz	35
pursuit	35
cepstrum	35
literature	35
snapshot	35
crosscorrelation	35
gridpoint	35
su	35
pleistocene	35
fourway	35
skeleton	35
gammaray	35
rt	35
flood	35
qp	35
carcione	35
swelling	35
subband	35
overlap	34
encouraging	34
simplicity	34
argument	34
run	34
delineated	34
accepted	34
sm	34
martin	34
strain	34
damping	34
substituting	34
reveals	34
outlined	34
spring	34
relating	34
qqa	34
examined	34
planning	34
infill	34
schleicher	34
explor	34
deregowski	34
trial	34
elsevier	34
camp	34
magnetometer	34
porphyry	34
penetration	34
berea	34
stratified	34
firstarrival	34
michael	34
dramatic	34
uphole	34
bending	34
kansa	34
ta	34
pit	34
sinkhole	34
assigned	33
ar	33
productive	33
summing	33
r	33
rough	33
receive	33
incorporate	33
pipe	33
theoretically	33
empirical	33
pronounced	33
southwest	33
resolving	33
plain	33
insitu	33
potassium	33
lithological	33
coincident	33
arbitrarily	33
symposium	33
installation	33
bad	33
damage	33
flexibility	33
precisely	33
instability	33
drawn	33
paraxial	33
intrusion	33
replacement	33
tan	33
aircraft	33
autocorrelation	33
median	33
treated	33
zerophase	33
cokriging	33
eigenvector	33
bright	33
paleozoic	33
te	33
hohmann	33
utah	33
specification	32
desirable	32
prototype	32
determines	32
assistance	32
nearest	32
xie	32
pool	32
intersecting	32
limiting	32
restriction	32
marker	32
graph	32
dense	32
faulted	32
burial	32
quantify	32
ambient	32
automated	32
james	32
agree	32
convention	32
discretized	32
subsequently	32
stretching	32
analogy	32
multichannel	32
city	32
utilizing	32
taner	32
louisiana	32
cheng	32
ward	32
histogram	32
evolution	32
williams	32
tdem	32
binary	32
gravel	32
conoco	32
differ	32
freesurface	32
fdtd	32
library	31
originally	31
excess	31
charge	31
phaseshift	31
caustic	31
united	31
heavy	31
multioffset	31
lowfrequency	31
stronger	31
genetic	31
planewave	31
geotechnical	31
attributed	31
closer	31
aa	31
conjunction	31
crew	31
scott	31
microearthquakes	31
imposed	31
david	31
shell	31
se	31
cone	31
suggesting	31
co	31
lowpass	31
solver	31
text	31
magnetics	31
outline	31
dyke	31
situ	31
creek	31
geol	31
coaxial	31
highamplitude	31
apex	31
arrive	31
unity	31
stone	31
rod	31
calgary	31
deposition	31
precambrian	31
hypothetical	31
symbol	31
dissolution	31
moderate	30
basically	30
drop	30
simplest	30
slower	30
intensive	30
inner	30
timing	30
virtual	30
handled	30
length	30
yielded	30
contract	30
impossible	30
perturbed	30
depicted	30
attenuate	30
reflect	30
comment	30
believed	30
fractional	30
wellknown	30
continuously	30
answer	30
verify	30
separating	30
polar	30
optic	30
basalt	30
park	30
batu	30
reasonably	30
homomorphic	30
ag	30
multilayered	30
sasw	30
relaxation	30
sorting	30
cement	30
anellipticity	30
generator	30
fluvial	30
care	30
amo	30
csg	30
stackarray	30
execution	29
cray	29
computes	29
reversed	29
connection	29
mcmechan	29
lab	29
socalled	29
nonzero	29
assessment	29
aj	29
structurally	29
du	29
lag	29
commercial	29
accelerometer	29
mechanic	29
satisfies	29
jm	29
coincide	29
usual	29
dw	29
bedding	29
dept	29
engineer	29
confirm	29
injected	29
analytically	29
corp	29
jacobian	29
mra	29
regularized	29
chinese	29
atlas	29
iron	29
province	29
involve	29
mixedphase	29
multivalued	29
ontario	29
reconstruct	29
zhdanov	29
treatment	29
verschuur	29
crewes	29
lossless	29
ava	29
groundpenetrating	29
valles	29
automaton	29
floating	28
physically	28
span	28
migrate	28
office	28
cf	28
majority	28
geologically	28
davis	28
influenced	28
france	28
incorrect	28
illumination	28
geoph	28
closed	28
imaginary	28
simplification	28
schematic	28
modelbased	28
alternatively	28
pc	28
md	28
purely	28
exchange	28
gps	28
assurance	28
seismicity	28
seam	28
dealiasing	28
acquire	28
litweq	28
nonuniqueness	28
da	28
breccia	28
inclination	28
hijau	28
edward	28
team	28
ni	28
hypothesis	28
symes	28
mature	28
saskatchewan	28
occam	28
permittivity	28
subsidence	28
berg	28
surfacerelated	28
germany	28
corridor	28
alias	28
nondispersive	28
jackson	28
mcconnell	28
groom	28
zo	28
macrovelocity	28
programming	27
neighboring	27
robustness	27
fft	27
fokkema	27
cooperative	27
inch	27
jointly	27
byte	27
texaco	27
arises	27
carefully	27
delft	27
exp	27
prospective	27
anstey	27
scatterers	27
cohen	27
scanning	27
lc	27
chemical	27
causing	27
australian	27
threshold	27
firstly	27
pierre	27
tape	27
insufficient	27
tech	27
sheriff	27
raytrace	27
june	27
emergence	27
minimized	27
incomplete	27
